年,月,日,回次,場所,日次,レース番号,レース名,クラスコード,芝・ダ,コースコード,距離,馬場状態,馬名,性別,年齢,騎手名,斤量,頭数,馬番,確定着順,入線着順,異常コード,着差タイム,人気順,走破タイム,走破時計,,通過順1,通過順2,通過順3,通過順4,上がり3Fタイム,馬体重,調教師,所属地,賞金,血統登録番号,騎手コード,調教師コード,レースID,現馬主名,生産者名,父馬名,母馬名,母の父馬名,毛色,生年月日,単勝オッズ,馬印1,レース印1,PCI
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,マジックサンズ    ,牡,4,横山和生,56.0,14,03,6,6,0,0.5,6,105.6,"1456",0,7,7,7,7,34.1,520,須貝尚介,栗,0,22104772,01140,01105,0626221103,,,,,,,,  14.7,  ,    ,54.8
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,サイルーン        ,セ,7,佐々木大,57.0,14,11,7,7,0,0.5,12,105.6,"1456",0,7,8,7,7,34,488,堀宣行,美,0,19104838,01197,01070,0626221111,,,,,,,, 152.6,  ,    ,55.3
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,スパークリシャール,セ,5,柴田善臣,57.0,14,04,8,8,0,0.6,14,105.7,"1457",0,14,14,14,14,33.4,488,小島茂之,美,0,21105609,00641,01068,0626221104,,,,,,,, 303.5,  ,    ,58.2
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,サンストックトン  ,牡,7,松岡正海,57.0,14,12,9,9,0,0.7,13,105.8,"1458",0,11,10,10,11,34,470,堀内岳志,美,0,19101422,01085,01189,0626221112,,,,,,,, 194.4,  ,    ,55.6
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,シャンパンカラー  ,牡,6,岩田康誠,58.0,14,14,10,10,0,0.7,7,105.8,"1458",0,9,10,10,9,33.9,516,田中剛,美,0,20103075,05203,01119,0626221114,,,,,,,,  21.8,  ,    ,56.0
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,オニャンコポン    ,セ,7,田辺裕信,57.0,14,02,11,11,0,0.8,10,105.9,"1459",0,2,2,2,2,34.9,476,小島茂之,美,0,19104756,01075,01068,0626221102,,,,,,,,  72.2,  ,    ,51.7
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,セイウンハーデス  ,牡,7,幸英明,57.0,14,01,12,12,0,0.8,1,105.9,"1459",0,1,1,1,1,35.2,474,橋口慎介,栗,0,19102632,00732,01154,0626221101,,,,,,,,   3.4,  ,    ,50.4
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,ショウナンマグマ  ,セ,7,吉田豊,57.0,14,08,13,13,0,0.9,8,106,"1460",0,13,13,13,13,34,514,尾関知人,美,0,19104998,00733,01103,0626221108,,,,,,,,  49.0,  ,    ,55.9
26,03,01,2,中山,2,11,中山記念G2,179,芝,0,1800,良,ニシノエージェント,牡,4,三浦皇成,56.0,14,13,14,14,0,1.4,11,106.5,"1465",0,5,5,5,5,35.1,482,千葉直人,美,0,22106155,01122,01199,0626221113,,,,,,,, 106.0,  ,    ,51.7
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,ソーダーンライト  ,牝,4,横山武史,56.0,15,02,1,1,0,-0.1,1,66.9,"1069",0,0,0,6,6,33.7,458,鹿戸雄一,美,1870,22110034,01170,01097,0626221002,,,,,,,,   2.4,  ,    ,48.5
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,ルシード          ,牡,4,横山和生,58.0,15,15,2,2,0,0.1,3,67,"1070",0,0,0,2,2,34.4,508,田島俊明,美,750,22103592,01140,01112,0626221015,,,,,,,,   7.3,  ,    ,44.8
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,レッドエヴァンス  ,セ,5,荻野極,58.0,15,09,3,3,0,0.1,7,67,"1070",0,0,0,6,6,33.8,488,東田明士,栗,470,21105880,01160,01209,0626221009,,,,,,,,  16.0,  ,    ,48.2
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,アスティスプマンテ,牝,5,戸崎圭太,56.0,15,08,4,4,0,0.2,8,67.1,"1071",0,0,0,8,8,33.6,438,佐藤悠太,栗,280,21105358,05386,01205,0626221008,,,,,,,,  16.8,  ,    ,49.7
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,モンシュマン      ,牡,5,岩田康誠,58.0,15,13,5,5,0,0.3,10,67.2,"1072",0,0,0,12,12,33.3,472,辻哲英,美,187,21105054,05203,01182,0626221013,,,,,,,,  39.5,  ,    ,51.8
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,ヴェサリウス      ,牡,5,三浦皇成,58.0,15,01,6,6,0,0.3,5,67.2,"1072",0,0,0,11,11,33.4,492,菊沢隆徳,美,0,21104401,01122,01115,0626221001,,,,,,,,  10.1,  ,    ,51.2
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,ブランデーロック  ,牡,7,原優介,58.0,15,05,7,7,0,0.4,15,67.3,"1073",0,0,0,13,14,33.2,486,青木孝文,美,0,19107075,01184,01156,0626221005,,,,,,,, 252.4,  ,    ,52.7
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,サウスバンク      ,牝,4,佐々木大,56.0,15,10,8,8,0,0.7,4,67.6,"1076",0,0,0,3,3,34.8,492,吉岡辰弥,栗,0,22101443,01197,01176,0626221010,,,,,,,,   8.7,  ,    ,44.3
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,アンビバレント    ,牡,6,石川裕紀,58.0,15,14,9,9,0,0.7,6,67.6,"1076",0,0,0,13,13,33.4,478,藤野健太,栗,0,20102140,01150,01200,0626221014,,,,,,,,  11.0,  ,    ,52.4
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,マックアルイーン  ,牡,4,ルメール,58.0,15,12,10,10,0,0.8,2,67.7,"1077",0,0,0,8,8,34.2,528,木村哲也,美,0,22110014,05339,01126,0626221012,,,,,,,,   5.7,  ,    ,48.0
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,ウインスノーライト,牡,6,松岡正海,58.0,15,03,11,11,0,0.9,13,67.8,"1078",0,0,0,15,15,33.4,494,宮徹,栗,0,20105198,01085,01018,0626221003,,,,,,,, 164.6,  ,    ,53.0
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,イサチルシーサイド,牡,5,木幡初也,58.0,15,06,12,12,0,0.9,9,67.8,"1078",0,0,0,3,3,35,476,竹内正洋,美,0,21102670,01153,01152,0626221006,,,,,,,,  19.8,  ,    ,43.7
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,ジャスパーノワール,牡,5,幸英明,58.0,15,04,13,13,0,1.2,11,68.1,"1081",0,0,0,8,8,34.6,514,森秀行,栗,0,21110132,00732,00427,0626221004,,,,,,,,  74.1,  ,    ,46.8
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,スピードオブライト,牝,6,石橋脩,56.0,15,11,14,14,0,1.4,14,68.3,"1083",0,0,0,5,5,35.3,420,相沢郁,美,0,20104203,01077,01020,0626221011,,,,,,,, 190.9,  ,    ,43.5
26,03,01,2,中山,2,10,アクアマ･3勝,67,芝,8,1200,良,アシャカタカ      ,牡,6,杉原誠人,58.0,15,07,15,15,0,1.7,12,68.6,"1086",0,0,0,1,1,36.1,486,鈴木伸尋,美,0,20102299,01135,01026,0626221007,,,,,,,, 101.5,  ,    ,40.0
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,ヤマニンアドホック,牡,5,石川裕紀,58.0,10,08,1,1,0,-0.9,2,117.7,"1577",0,1,1,1,1,35.5,462,辻哲英,美,1580,21106595,01150,01182,0626220908,,,,,,,,   3.6,  ,    ,49.2
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,カリーニョ        ,牡,5,ルメール,58.0,10,05,2,2,0,0.9,1,118.6,"1586",0,9,9,8,8,34,472,杉山晴紀,栗,630,21105585,05339,01157,0626220905,,,,,,,,   2.0,  ,    ,56.6
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,タッチアンドムーブ,牡,5,荻野極,58.0,10,04,3,3,0,1,4,118.7,"1587",0,3,3,3,3,35.8,460,栗田徹,美,400,21105106,01160,01127,0626220904,,,,,,,,  12.5,  ,    ,49.2
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,レイヤードレッド  ,牡,4,江田照男,57.0,10,03,4,4,0,1,10,118.7,"1587",0,7,7,6,5,34.6,486,手塚貴久,美,240,22103310,00689,01038,0626220903,,,,,,,,  44.1,  ,    ,54.2
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,ダイシンアポロン  ,牡,5,田辺裕信,58.0,10,02,5,5,0,1.3,8,119,"1590",0,9,9,7,6,34.6,474,戸田博文,美,158,21100660,01075,01054,0626220902,,,,,,,,  32.8,  ,    ,54.5
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,バードウォッチャー,牡,5,三浦皇成,58.0,10,06,6,6,0,1.7,5,119.4,"1594",0,6,6,4,4,35.6,484,国枝栄,美,0,21105375,01122,00399,0626220906,,,,,,,,  14.8,  ,    ,50.9
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,ブラックヴァール  ,牝,6,横山和生,56.0,10,01,7,7,0,1.9,7,119.6,"1596",0,5,5,4,6,35.8,470,菊川正達,美,0,20100742,01140,01052,0626220901,,,,,,,,  20.0,  ,    ,50.3
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,アメージング      ,牡,4,大野拓弥,57.0,10,07,8,8,0,2.4,9,120.1,"2001",0,2,2,2,2,37.5,496,中舘英二,美,0,22107287,01096,01153,0626220907,,,,,,,,  35.0,  ,    ,44.4
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,ゴーソーファー    ,牝,4,津村明秀,55.0,10,10,9,9,0,5.5,6,123.2,"2032",0,7,7,9,9,37.4,474,手塚貴久,美,0,22104781,01092,01038,0626220910,,,,,,,,  17.0,  ,    ,48.3
26,03,01,2,中山,2,09,富里特別･2勝,43,芝,0,2000,良,キャピタルリッチ  ,牡,4,菅原明良,57.0,10,09,0,0,4,999.9,3,0,"----",0,4,4,0,0,0,466,小笠倫弘,美,0,22101480,01179,01076,0626220909,,,,,,,,   7.0,  ,    , 0.0
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,ライトニングゼウス,牡,5,佐藤翔馬,55.0,16,09,1,1,0,-0.3,2,71.3,"1113",0,0,0,4,2,37.4,512,伊藤圭三,美,820,21104058,01207,01023,0626220809,,,,,,,,   4.8,  ,    ,40.6
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,ヘルヴェティオス  ,牡,4,ルメール,58.0,16,12,2,2,0,0.3,1,71.6,"1116",0,0,0,15,14,36.9,450,金成貴史,美,330,22104619,05339,01132,0626220812,,,,,,,,   2.8,  ,    ,44.0
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,トニケンサンバ    ,牡,4,菅原明良,58.0,16,14,3,3,0,0.4,3,71.7,"1117",0,0,0,8,7,37.6,530,西田雄一,美,210,22104490,01179,01187,0626220814,,,,,,,,   4.8,  ,    ,40.7
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,スノーホルンロード,セ,7,戸崎圭太,58.0,16,16,4,4,0,0.4,5,71.7,"1117",0,0,0,12,12,37.3,508,清水英克,美,120,19106520,05386,01080,0626220816,,,,,,,,   9.1,  ,    ,42.2
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,エルムラント      ,牡,4,荻野極,58.0,16,06,5,5,0,0.5,11,71.8,"1118",0,0,0,6,5,37.8,498,鹿戸雄一,美,82,22104678,01160,01097,0626220806,,,,,,,,  55.3,  ,    ,39.9
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,シャーンゴッセ    ,セ,6,横山武史,58.0,16,05,6,6,0,0.8,6,72.1,"1121",0,0,0,11,9,37.8,496,蛯名正義,美,0,20106930,01170,01191,0626220805,,,,,,,,  13.4,  ,    ,40.7
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,レジーナローズ    ,牝,6,長浜鴻緒,54.0,16,02,7,7,0,0.8,7,72.1,"1121",0,0,0,8,9,38,460,鈴木慎太,美,0,20104174,01214,01179,0626220802,,,,,,,,  33.9,  ,    ,39.7
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,レイアポポ        ,牝,4,原優介,56.0,16,08,8,8,0,0.8,8,72.1,"1121",0,0,0,2,2,38.3,496,青木孝文,美,0,22102103,01184,01156,0626220808,,,,,,,,  39.2,  ,    ,38.3
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,ペイシャマリーン  ,牝,4,佐々木大,56.0,16,03,9,9,0,0.9,4,72.2,"1122",0,0,0,1,1,38.5,462,菊川正達,美,0,22100046,01197,01052,0626220803,,,,,,,,   6.7,  ,    ,37.5
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,タッカーバレット  ,牡,5,木幡巧也,58.0,16,10,10,10,0,1,10,72.3,"1123",0,0,0,12,12,37.9,506,田島俊明,美,0,21103994,01162,01112,0626220810,,,,,,,,  44.4,  ,    ,40.8
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,フクチャンヒメ    ,牝,4,上里直汰,53.0,16,11,11,11,0,1.1,12,72.4,"1124",0,0,0,8,9,38.3,468,加藤征弘,美,0,22105494,01217,01059,0626220811,,,,,,,,  66.0,  ,    ,39.0
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,ガールネクストドア,牝,4,江田照男,56.0,16,15,12,12,0,1.4,14,72.7,"1127",0,0,0,15,14,38,460,南田美知,美,0,22103326,00689,00437,0626220815,,,,,,,, 256.8,  ,    ,41.3
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,アンビシュー      ,牝,5,遠藤汰月,53.0,16,13,13,13,0,1.4,16,72.7,"1127",0,0,0,12,14,38.3,458,村田一誠,美,0,21102756,01218,01190,0626220813,,,,,,,, 441.6,  ,    ,39.8
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,キングクレオール  ,牡,5,原田和真,58.0,16,04,14,14,0,1.6,15,72.9,"1129",0,0,0,6,7,38.9,468,和田雄二,美,0,21100506,01143,01143,0626220804,,,,,,,, 262.9,  ,    ,37.4
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,ラブリーガール    ,牝,4,横山和生,56.0,16,01,15,15,0,2,13,73.3,"1133",0,0,0,4,5,39.4,456,勢司和浩,美,0,22102696,01140,01047,0626220801,,,,,,,,  79.3,  ,    ,36.0
26,03,01,2,中山,2,08,１勝ｸﾗｽ,23,ダ,1,1200,稍,ナムラペルル      ,牝,4,丸田恭介,56.0,16,07,16,16,0,2.1,9,73.4,"1134",0,0,0,2,2,39.6,472,石栗龍彦,美,0,22104303,01117,01043,0626220807,,,,,,,,  39.7,  ,    ,35.4
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,ロデオドライブ    ,牡,3,津村明秀,57.0,12,10,1,1,0,-0.5,2,92.1,"1321",0,0,3,5,4,33.5,476,辻哲英,美,820,23107166,01092,01182,0626220710,,,,,,,,   2.8,  ,    ,55.0
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,スペルーチェ      ,牡,3,ルメール,57.0,12,12,2,2,0,0.5,1,92.6,"1326",0,0,10,8,7,33.6,456,宮田敬介,美,330,23107352,05339,01175,0626220712,,,,,,,,   2.2,  ,    ,55.4
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,マーゴットブロー  ,牡,3,荻野極,57.0,12,11,3,3,0,0.9,6,93,"1330",0,0,1,1,2,34.8,512,伊坂重信,美,210,23105356,01160,01177,0626220711,,,,,,,,  19.6,  ,    ,50.3
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,メイショウハチコウ,牡,3,三浦皇成,57.0,12,04,4,4,0,1.2,7,93.3,"1333",0,0,3,2,2,35,506,牧浦充徳,栗,120,23102039,01122,01113,0626220704,,,,,,,,  26.4,  ,    ,49.9
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,ニシノエースサマ  ,牡,3,幸英明,57.0,12,07,5,5,0,1.3,3,93.4,"1334",0,0,8,2,4,35.1,490,鹿戸雄一,美,82,23106277,00732,01097,0626220707,,,,,,,,   6.5,  ,    ,49.7
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,ハヤテノオジョー  ,牝,3,長浜鴻緒,53.0,12,03,6,6,0,1.6,10,93.7,"1337",0,0,5,5,4,35.1,398,杉山佳明,栗,0,23107235,01214,01178,0626220703,,,,,,,, 207.2,  ,    ,50.2
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,ショーリバース    ,牡,3,横山典弘,57.0,12,09,7,7,0,1.6,5,93.7,"1337",0,0,7,7,8,34.8,508,鈴木伸尋,美,0,23102743,00660,01026,0626220709,,,,,,,,  16.5,  ,    ,51.6
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,ホワイトドラゴン  ,牡,3,佐々木大,57.0,12,01,8,8,0,1.7,4,93.8,"1338",0,0,2,2,1,35.5,472,伊藤大士,美,0,23106104,01197,01109,0626220701,,,,,,,,   7.3,  ,    ,48.5
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,ヘイマー          ,牡,3,遠藤汰月,54.0,12,05,9,9,0,1.8,12,93.9,"1339",0,0,12,12,9,34.3,506,伊藤伸一,美,0,23105553,01218,01031,0626220705,,,,,,,, 577.6,  ,    ,54.3
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,ジーティートゥーリ,牝,3,丸田恭介,55.0,12,08,10,10,0,1.8,11,93.9,"1339",0,0,10,10,11,34.7,434,武市康男,美,0,23107145,01117,01089,0626220708,,,,,,,, 382.3,  ,    ,52.4
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,フレンドモナコ    ,牡,3,上里直汰,54.0,12,02,11,11,0,2,9,94.1,"1341",0,0,8,11,11,34.7,418,南田美知,美,0,23106197,01217,00437,0626220702,,,,,,,, 152.6,  ,    ,52.7
26,03,01,2,中山,2,07,１勝ｸﾗｽ*,23,芝,8,1600,良,セントゴーデンス  ,牡,3,岩田康誠,57.0,12,06,12,12,0,2,8,94.1,"1341",0,0,5,8,9,35.1,518,黒岩陽一,美,0,23107296,05203,01133,0626220706,,,,,,,,  90.9,  ,    ,50.9
26,03,01,2,中山,2,06,１勝ｸﾗｽ・牝,23,ダ,1,1800,稍,パースウェイド    ,牝,4,ルメール,55.0,15,04,1,1,0,-0.6,1,113.1,"1531",0,2,2,2,1,37.4,478,中舘英二,美,820,22105803,05339,01153,0626220604,,,,,,,,   2.1,  ,    ,51.2
26,03,01,2,中山,2,06,１勝ｸﾗｽ・牝,23,ダ,1,1800,稍,マタミカンサン    ,牝,4,戸崎圭太,55.0,15,01,2,2,0,0.6,2,113.7,"1537",0,3,3,4,4,37.8,468,加藤士津,美,330,22103785,05386,01169,0626220601,,,,,,,,   4.4,  ,    ,50.4
26,03,01,2,中山,2,06,１勝ｸﾗｽ・牝,23,ダ,1,1800,稍,ケープウィッカム  ,牝,5,岩田康誠,56.0,15,14,3,3,0,1,5,114.1,"1541",0,7,8,7,6,37.8,456,中舘英二,美,210,21105896,05203,01153,0626220614,,,,,,,,  15.2,  ,    ,50.9
26,03,01,2,中山,2,06,１勝ｸﾗｽ・牝,23,ダ,1,1800,稍,ベルフィーヌ      ,牝,5,丸田恭介,56.0,15,03,4,4,0,1.2,4,114.3,"1543",0,10,10,10,10,37.7,516,堀内岳志,美,120,21104754,01117,01189,0626220603,,,,,,,,  11.8,  ,    ,51.6
26,03,01,2,中山,2,06,１勝ｸﾗｽ・牝,23,ダ,1,1800,稍,テルケンユミクイン,牝,4,吉田豊,55.0,15,07,5,5,0,1.3,8,114.4,"1544",0,3,3,2,2,38.7,500,田島俊明,美,82,22105325,00733,01112,0626220607,,,,,,,,  24.2,  ,    ,47.8
