年,月,日,回次,場所,日次,レース番号,レース名,クラスコード,芝・ダ,コースコード,距離,馬場状態,馬名,性別,年齢,騎手名,斤量,頭数,馬番,確定着順,入線着順,異常コード,着差タイム,人気順,走破タイム,走破時計,,通過順1,通過順2,通過順3,通過順4,上がり3Fタイム,馬体重,調教師,所属地,賞金,血統登録番号,騎手コード,調教師コード,レースID,現馬主名,生産者名,父馬名,母馬名,母の父馬名,毛色,生年月日,単勝オッズ,馬印1,レース印1,PCI
26,05,24,1,新潟,8,12,１勝ｸﾗｽ,23,ダ,1,1800,稍,メイショウクモイ  ,牡,6,和田陽希,55.0,15,03,11,11,0,1.5,2,115.3,"1553",0,9,10,8,8,38.4,480,飯田祐史,栗,0,20106922,01223,01139,0426181203,,,,,,,,   3.6,  ,    ,50.1
26,05,24,1,新潟,8,12,１勝ｸﾗｽ,23,ダ,1,1800,稍,マテンロウノカゼ  ,牡,5,丸山元気,58.0,15,01,12,12,0,1.6,6,115.4,"1554",0,13,13,12,13,38.2,480,昆貢,栗,0,21107052,01127,01044,0426181201,,,,,,,,  12.2,  ,    ,51.0
26,05,24,1,新潟,8,12,１勝ｸﾗｽ,23,ダ,1,1800,稍,イエローブリック  ,牡,4,森田誠也,55.0,15,08,13,13,0,1.9,14,115.7,"1557",0,11,12,12,12,38.5,534,奥村豊,栗,0,22105493,01222,01146,0426181208,,,,,,,, 217.1,  ,    ,50.3
26,05,24,1,新潟,8,12,１勝ｸﾗｽ,23,ダ,1,1800,稍,チビノシエラザード,牝,5,ゴンサル,56.0,15,14,0,0,4,999.9,13,0,"----",0,0,0,0,0,0,444,和田勇介,美,0,21105209,05675,01165,0426181214,,,,,,,, 213.6,  ,    , 0.0
26,05,24,1,新潟,8,12,１勝ｸﾗｽ,23,ダ,1,1800,稍,ジーヴル          ,牡,4,小林美駒,55.0,15,15,0,0,4,999.9,8,0,"----",0,14,14,14,14,0,492,畑端省吾,栗,0,22103521,01206,01188,0426181215,,,,,,,,  25.7,  ,    , 0.0
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,エコロレジーナ    ,牝,6,菊沢一樹,54.0,16,09,1,1,0,-0.1,3,55.1,"0551",0,0,0,0,1,32.8,504,菊沢隆徳,美,2300,20101262,01161,01115,0426181109,,,,,,,,   7.3,  ,    ,52.0
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,アメリカンステージ,牡,4,富田暁,57.5,16,14,2,2,0,0.1,1,55.2,"0552",0,0,0,0,2,32.8,524,矢作芳人,栗,920,22110105,01168,01075,0426181114,,,,,,,,   3.2,  ,    ,52.4
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,モズナナスター    ,牝,4,ゴンサル,54.0,16,06,3,3,0,0.3,8,55.4,"0554",0,0,0,0,4,32.7,460,矢作芳人,栗,580,22100490,05675,01075,0426181106,,,,,,,,  15.6,  ,    ,54.1
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,ハートホイップ    ,牝,7,石田拓郎,50.0,16,16,4,4,0,0.3,6,55.4,"0554",0,0,0,0,4,32.7,484,蛯名利弘,美,350,19106179,01203,01131,0426181116,,,,,,,,  13.6,  ,    ,54.1
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,シュラフ          ,牝,4,嶋田純次,53.0,16,08,5,5,0,0.4,5,55.5,"0555",0,0,0,0,9,32.5,446,佐藤吉勝,美,230,22103324,01134,01035,0426181108,,,,,,,,  10.2,  ,    ,56.2
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,シークレットヴァウ,牡,5,武藤雅,55.0,16,13,6,6,0,0.6,10,55.7,"0557",0,0,0,0,4,33,466,武藤善則,美,0,21102413,01169,01064,0426181113,,,,,,,,  24.0,  ,    ,53.2
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,バグラダス        ,牡,6,杉原誠人,55.0,16,10,7,7,0,0.6,9,55.7,"0557",0,0,0,0,16,31.9,492,嘉藤貴行,美,0,20106015,01135,01195,0426181110,,,,,,,,  21.3,  ,    ,61.9
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,ナスノカンゲツ    ,牡,6,小崎綾也,51.0,16,15,8,8,0,0.7,7,55.8,"0558",0,0,0,0,12,32.4,514,武井亮,美,0,20109094,01152,01147,0426181115,,,,,,,,  15.1,  ,    ,58.3
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,クムシラコ        ,牡,8,黛弘人,56.0,16,07,9,9,0,0.7,14,55.8,"0558",0,0,0,0,11,32.6,476,千葉直人,美,0,18103205,01109,01199,0426181107,,,,,,,,  74.4,  ,    ,56.7
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,デュガ            ,セ,7,江田照男,57.0,16,12,10,10,0,0.7,2,55.8,"0558",0,0,0,0,8,32.9,490,森秀行,栗,0,19110102,00689,00427,0426181112,,,,,,,,   4.6,  ,    ,54.4
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,テイエムスパーダ  ,牝,7,荻野極,57.0,16,05,11,11,0,0.9,4,56,"0560",0,0,0,0,3,33.5,498,小椋研介,栗,0,19103422,01160,01197,0426181105,,,,,,,,   8.3,  ,    ,50.7
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,ベイビーキッス    ,牝,4,横山琉人,51.0,16,01,12,12,0,1,12,56.1,"0561",0,0,0,0,12,32.7,456,青木孝文,美,0,22102514,01192,01156,0426181101,,,,,,,,  57.2,  ,    ,57.3
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,テイエムリステット,牡,5,川須栄彦,55.0,16,03,13,13,0,1.1,13,56.2,"0562",0,0,0,0,10,33.1,476,秋山真一,栗,0,21103725,01128,01212,0426181103,,,,,,,,  67.6,  ,    ,54.7
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,タツダイヤモンド  ,牡,6,丸田恭介,51.0,16,11,14,14,0,1.1,16,56.2,"0562",0,0,0,0,14,32.6,464,的場均,美,0,20104613,01117,01063,0426181111,,,,,,,, 166.1,  ,    ,58.6
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,ディヴィナシオン  ,牡,9,丸山元気,55.0,16,04,15,15,0,1.3,15,56.4,"0564",0,0,0,0,14,32.8,490,森秀行,栗,0,17100583,01127,00427,0426181104,,,,,,,, 104.9,  ,    ,57.9
26,05,24,1,新潟,8,11,韋駄天ＳＨ,131,芝,0,1000,稍,オーブルクール    ,牝,5,丹内祐次,53.0,16,02,16,16,0,1.5,11,56.6,"0566",0,0,0,0,4,33.9,472,矢野英一,美,0,21103095,01091,01108,0426181102,,,,,,,,  40.4,  ,    ,50.4
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,テセラリアン      ,牝,5,丹内祐次,56.0,15,11,1,1,0,-0.3,8,71.3,"1113",0,0,0,1,1,36.4,454,鈴木慎太,美,1580,21100338,01091,01179,0426181011,,,,,,,,  23.8,  ,    ,45.9
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,セルヴァンス      ,セ,4,長岡禎仁,58.0,15,10,2,2,0,0.3,6,71.6,"1116",0,0,0,2,2,36.6,430,小椋研介,栗,630,22100654,01142,01197,0426181010,,,,,,,,  14.2,  ,    ,45.6
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,ピコテンダー      ,牝,4,舟山瑠泉,55.0,15,14,3,3,0,0.7,1,72,"1120",0,0,0,7,6,36.4,480,上原佑紀,美,400,22110132,01221,01192,0426181014,,,,,,,,   3.2,  ,    ,47.8
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,ミスエル          ,牡,5,菊沢一樹,58.0,15,12,4,4,0,0.9,9,72.2,"1122",0,0,0,3,3,37,486,菊沢隆徳,美,240,21106986,01161,01115,0426181012,,,,,,,,  25.6,  ,    ,45.1
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,レイアポポ        ,牝,4,武藤雅,56.0,15,13,5,5,0,0.9,13,72.2,"1122",0,0,0,5,5,36.8,488,青木孝文,美,158,22102103,01169,01156,0426181013,,,,,,,,  84.6,  ,    ,46.2
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,セレジェイラ      ,牝,4,亀田温心,56.0,15,03,6,6,0,1.2,4,72.5,"1125",0,0,0,11,12,36.6,478,西村真幸,栗,0,22105774,01176,01148,0426181003,,,,,,,,   6.4,  ,    ,48.1
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,シルフズミスチーフ,牝,4,荻野極,56.0,15,09,7,7,0,1.2,2,72.5,"1125",0,0,0,7,8,36.9,462,池江泰寿,栗,0,22110001,01160,01071,0426181009,,,,,,,,   4.9,  ,    ,46.5
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,ゲーベル          ,牡,5,西塚洸二,58.0,15,05,8,8,0,1.2,10,72.5,"1125",0,0,0,5,6,37,534,渡辺薫彦,栗,0,21100786,01200,01155,0426181005,,,,,,,,  37.5,  ,    ,45.9
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,ロッカバイベイビー,牝,4,佐藤翔馬,56.0,15,08,9,9,0,1.4,11,72.7,"1127",0,0,0,11,10,36.8,460,伊藤圭三,美,0,22103725,01207,01023,0426181008,,,,,,,,  60.3,  ,    ,47.6
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,ビッグドリーム    ,牡,5,斎藤新,58.0,15,07,10,10,0,1.4,3,72.7,"1127",0,0,0,9,9,37,536,西園翔太,栗,0,21100899,01178,01196,0426181007,,,,,,,,   6.4,  ,    ,46.5
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,キングクー        ,牡,7,江田照男,58.0,15,15,11,11,0,1.5,12,72.8,"1128",0,0,0,15,14,36.6,530,室井潔,美,0,19102321,00689,01221,0426181015,,,,,,,,  83.9,  ,    ,48.9
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,シュバルツガイスト,牡,6,横山琉人,58.0,15,06,12,12,0,1.7,15,73,"1130",0,0,0,14,14,36.9,498,手塚貴徳,美,0,20103575,01192,01217,0426181006,,,,,,,,  95.0,  ,    ,47.8
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,ダズリングダンス  ,セ,6,川須栄彦,58.0,15,01,13,13,0,1.8,7,73.1,"1131",0,0,0,3,3,37.9,486,小椋研介,栗,0,20105957,01128,01197,0426181001,,,,,,,,  15.2,  ,    ,42.9
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,バンディート      ,牡,6,杉原誠人,58.0,15,04,14,14,0,2.5,14,73.8,"1138",0,0,0,9,10,38.1,512,東田明士,栗,0,20106698,01135,01209,0426181004,,,,,,,,  90.0,  ,    ,43.7
26,05,24,1,新潟,8,10,火打山特･2勝,43,ダ,1,1200,稍,アイアムイチバン  ,牡,4,石川裕紀,58.0,15,02,15,15,0,2.8,5,74.1,"1141",0,0,0,11,12,38.3,518,奥平雅士,美,0,22103183,01150,01074,0426181002,,,,,,,,   7.9,  ,    ,43.5
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,マイネルアレス    ,牡,4,丹内祐次,58.0,14,09,1,1,0,-0.3,1,107.8,"1478",0,0,0,2,2,34.2,458,相沢郁,美,1140,22106817,01091,01020,0426180909,,,,,,,,   3.6,  ,    ,57.6
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,シアブリス        ,牝,5,石川裕紀,56.0,14,05,2,2,0,0.3,10,108.1,"1481",0,0,0,3,3,34.2,442,手塚貴徳,美,460,21105742,01150,01217,0426180905,,,,,,,,  31.5,  ,    ,58.0
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,コスモアチーブ    ,牡,4,横山琉人,58.0,14,08,3,3,0,0.3,5,108.1,"1481",0,0,0,6,6,33.9,468,相沢郁,美,290,22106792,01192,01020,0426180908,,,,,,,,   8.8,  ,    ,59.4
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,シャインバオバブ  ,牡,4,丸山元気,58.0,14,11,4,4,0,0.8,8,108.6,"1486",0,0,0,13,12,34,512,本田優,栗,170,22106180,01127,01099,0426180911,,,,,,,,  17.2,  ,    ,59.7
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,オーバースタンド  ,牡,4,小崎綾也,58.0,14,14,5,5,0,1,4,108.8,"1488",0,0,0,6,6,34.6,444,小崎憲,栗,114,22106354,01152,01085,0426180914,,,,,,,,   6.7,  ,    ,57.2
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,ケイツークローン  ,セ,6,菊沢一樹,58.0,14,02,6,6,0,1,9,108.8,"1488",0,0,0,8,6,34.7,474,清水英克,美,0,20103160,01161,01080,0426180902,,,,,,,,  17.3,  ,    ,56.8
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,ナムラブーニン    ,牡,5,舟山瑠泉,58.0,14,07,7,7,0,1.1,7,108.9,"1489",0,0,0,8,9,34.5,462,高橋一哉,栗,0,21102420,01221,01206,0426180907,,,,,,,,  13.5,  ,    ,57.8
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,サトノラポール    ,セ,4,ゴンサル,58.0,14,12,8,8,0,1.1,3,108.9,"1489",0,0,0,8,9,34.6,466,鹿戸雄一,美,0,22104786,05675,01097,0426180912,,,,,,,,   6.1,  ,    ,57.4
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,メイショウビストロ,牡,4,荻野極,58.0,14,13,9,9,0,1.3,2,109.1,"1491",0,0,0,3,5,35.1,444,岡田稲男,栗,0,22103251,01160,01066,0426180913,,,,,,,,   4.9,  ,    ,55.4
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,テンドリームガール,牝,4,武藤雅,56.0,14,03,10,10,0,1.3,13,109.1,"1491",0,0,0,11,9,34.7,416,矢野英一,美,0,22106347,01169,01108,0426180903,,,,,,,, 174.4,  ,    ,57.2
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,レゼールドラペ    ,セ,4,石神深道,58.0,14,01,11,11,0,1.4,14,109.2,"1492",0,0,0,13,12,34.6,434,松尾卓哉,美,0,22106398,01209,01220,0426180901,,,,,,,, 296.3,  ,    ,57.8
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,カーメルタザイト  ,牡,5,斎藤新,58.0,14,10,12,12,0,1.5,6,109.3,"1493",0,0,0,11,12,34.7,478,安田翔伍,栗,0,21105803,01178,01164,0426180910,,,,,,,,  10.0,  ,    ,57.5
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,サイコウダネ      ,牡,5,江田照男,58.0,14,04,13,13,0,2.1,12,109.9,"1499",0,0,0,3,3,35.9,452,天間昭一,美,0,21102701,00689,01090,0426180904,,,,,,,, 125.7,  ,    ,53.1
26,05,24,1,新潟,8,09,二王子特･1勝,23,芝,8,1800,稍,アウローラシエル  ,牡,6,小林美駒,58.0,14,06,14,14,0,2.2,11,110,"1500",0,0,0,1,1,36.6,514,森田直行,栗,0,20101781,01206,01142,0426180906,,,,,,,,  77.6,  ,    ,50.3
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,セイプリーズ      ,牝,4,上里直汰,53.0,16,06,1,1,0,-0.1,2,70.1,"1101",0,0,0,5,4,34.5,428,宮徹,栗,820,22105583,01217,01018,0426180806,,,,,,,,   5.3,  ,    ,53.2
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,セガンティーニ    ,牝,4,石川裕紀,56.0,16,09,2,2,0,0.1,6,70.2,"1102",0,0,0,2,2,34.8,470,坂口智康,栗,330,22106835,01150,01170,0426180809,,,,,,,,  12.6,  ,    ,51.7
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,ルージュベルベット,牝,5,ゴンサル,56.0,16,08,3,3,0,0.3,1,70.4,"1104",0,0,0,2,2,35,454,浅利英明,美,210,21105749,05675,01204,0426180808,,,,,,,,   3.3,  ,    ,51.1
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,ライングッドマン  ,牡,5,佐藤翔馬,55.0,16,15,4,4,0,0.3,5,70.4,"1104",0,0,0,10,9,34.4,458,武藤善則,美,120,21101930,01207,01064,0426180815,,,,,,,,  12.6,  ,    ,54.7
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,アーサーズウェイン,牝,4,横山琉人,56.0,16,12,5,5,0,0.4,3,70.5,"1105",0,0,0,8,7,34.7,458,高橋一哉,栗,82,22106433,01192,01206,0426180812,,,,,,,,   6.3,  ,    ,53.2
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,スプリングデイ    ,牝,5,黛弘人,56.0,16,14,6,6,0,0.4,9,70.5,"1105",0,0,0,13,12,34.3,430,伊藤大士,美,0,21103322,01109,01109,0426180814,,,,,,,,  18.9,  ,    ,55.5
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,フォルトレス      ,牝,4,菊沢一樹,56.0,16,04,7,7,0,0.5,12,70.6,"1106",0,0,0,1,1,35.4,458,田中剛,美,0,22110037,01161,01119,0426180804,,,,,,,,  41.9,  ,    ,49.4
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,エコロハート      ,牝,4,亀田温心,56.0,16,05,8,8,0,0.5,8,70.6,"1106",0,0,0,2,4,35.2,432,須貝尚介,栗,0,22105212,01176,01105,0426180805,,,,,,,,  18.0,  ,    ,50.6
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,キタノクニカラ    ,牝,4,遠藤汰月,53.0,16,13,9,9,0,0.5,13,70.6,"1106",0,0,0,10,9,34.6,396,奥平雅士,美,0,22103316,01218,01074,0426180813,,,,,,,,  86.3,  ,    ,54.0
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,ユメシバイ        ,牝,4,小林美駒,53.0,16,03,10,10,0,0.6,4,70.7,"1107",0,0,0,16,15,34.2,460,松永幹夫,栗,0,22103880,01206,01092,0426180803,,,,,,,,   7.0,  ,    ,56.7
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,オメガストリーム  ,牝,4,丸田恭介,56.0,16,16,11,11,0,0.7,11,70.8,"1108",0,0,0,5,4,35.2,456,田中勝春,美,0,22105292,01117,01207,0426180816,,,,,,,,  31.0,  ,    ,51.1
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,スカイブルー      ,牡,4,和田陽希,55.0,16,07,12,12,0,0.7,7,70.8,"1108",0,0,0,10,12,34.7,506,佐藤悠太,栗,0,22100136,01223,01205,0426180807,,,,,,,,  16.8,  ,    ,54.0
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,フェゲフォイア    ,牡,6,柴田裕一,56.0,16,11,13,13,0,0.7,14,70.8,"1108",0,0,0,15,15,34.5,464,岡田稲男,栗,0,20106355,01212,01066,0426180811,,,,,,,,  91.8,  ,    ,55.2
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,ナムラトロム      ,牡,4,武藤雅,58.0,16,01,14,14,0,0.8,15,70.9,"1109",0,0,0,13,12,34.7,464,石栗龍彦,美,0,22106874,01169,01043,0426180801,,,,,,,, 169.4,  ,    ,54.3
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,インターポーザー  ,牡,4,小沢大仁,58.0,16,10,15,15,0,0.8,10,70.9,"1109",0,0,0,7,7,35.2,500,高野友和,栗,0,22104649,01185,01117,0426180810,,,,,,,,  21.2,  ,    ,51.4
26,05,24,1,新潟,8,08,１勝ｸﾗｽ,23,芝,0,1200,稍,デボラ            ,牝,4,小崎綾也,56.0,16,02,16,16,0,1,16,71.1,"1111",0,0,0,8,9,35.3,470,柴田卓,栗,0,22100357,01152,01216,0426180802,,,,,,,, 188.7,  ,    ,51.4
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,リッキースタイル  ,牡,4,舟山瑠泉,56.0,15,14,1,1,0,0,1,71.4,"1114",0,0,0,4,4,36.6,486,水野貴広,美,820,22103577,01221,01094,0426180714,,,,,,,,   3.1,  ,    ,45.1
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,グランデスフィーダ,牡,6,横山琉人,58.0,15,15,2,2,0,0,5,71.4,"1114",0,0,0,4,4,36.7,542,佐藤悠太,栗,330,20104913,01192,01205,0426180715,,,,,,,,  10.2,  ,    ,44.6
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,ミライハーモニー  ,牝,5,松本大輝,56.0,15,10,3,3,0,0.2,2,71.6,"1116",0,0,0,1,1,37.2,424,飯田祐史,栗,210,21104671,01191,01139,0426180710,,,,,,,,   5.0,  ,    ,42.5
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,ディーエストッキー,牡,5,小沢大仁,58.0,15,05,4,4,0,0.4,10,71.8,"1118",0,0,0,11,11,36.3,466,橋口慎介,栗,120,21105098,01185,01154,0426180705,,,,,,,,  34.2,  ,    ,47.8
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,メイショウサトノヒ,牡,4,河原田菜,54.0,15,02,5,5,0,0.4,8,71.8,"1118",0,0,0,7,6,36.8,494,長谷川浩,栗,82,22103634,01204,01173,0426180702,,,,,,,,  18.7,  ,    ,45.1
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,キャットテイル    ,牝,4,西塚洸二,56.0,15,03,6,6,0,0.5,6,71.9,"1119",0,0,0,2,2,37.4,422,野中賢二,栗,0,22101678,01200,01098,0426180703,,,,,,,,  13.2,  ,    ,42.2
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,ゼットスパンキー  ,牡,5,森田誠也,55.0,15,08,7,7,0,0.5,7,71.9,"1119",0,0,0,13,12,36.2,468,宮徹,栗,0,21107255,01222,01018,0426180708,,,,,,,,  15.0,  ,    ,48.6
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,ブルージュ        ,牝,4,永島まな,54.0,15,04,8,8,0,0.8,12,72.2,"1122",0,0,0,9,9,36.9,454,浅利英明,美,0,22104800,01187,01204,0426180704,,,,,,,,  61.5,  ,    ,45.7
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,ヴィヴァシャス    ,牝,4,古川奈穂,54.0,15,09,9,9,0,0.8,9,72.2,"1122",0,0,0,15,13,36.2,442,笹田和秀,栗,0,22104391,01190,01104,0426180709,,,,,,,,  30.2,  ,    ,49.4
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,ダディーズグーグー,牡,4,川端海翼,55.0,15,12,10,10,0,1.2,4,72.6,"1126",0,0,0,2,2,38.1,478,畑端省吾,栗,0,22105619,01195,01188,0426180712,,,,,,,,   7.6,  ,    ,40.6
26,05,24,1,新潟,8,07,１勝ｸﾗｽ・若,23,ダ,1,1200,稍,ナインオブレター  ,牡,4,石神深道,55.0,15,01,11,11,0,1.4,14,72.8,"1128",0,0,0,4,6,38,468,佐藤吉勝,美,0,22106926,01209,01035,0426180701,,,,,,,,  89.9,  ,    ,41.6
