年,月,日,回次,場所,日次,レース番号,レース名,クラスコード,芝・ダ,コースコード,距離,馬場状態,馬名,性別,年齢,騎手名,斤量,頭数,馬番,確定着順,入線着順,異常コード,着差タイム,人気順,走破タイム,走破時計,,通過順1,通過順2,通過順3,通過順4,上がり3Fタイム,馬体重,調教師,所属地,賞金,血統登録番号,騎手コード,調教師コード,レースID,現馬主名,生産者名,父馬名,母馬名,母の父馬名,毛色,生年月日,単勝オッズ,馬印1,レース印1,PCI
26,05,10,1,新潟,4,12,１勝ｸﾗｽ,23,芝,0,1200,良,パリコレジェンヌ  ,牝,4,丸田恭介,56.0,13,11,11,11,0,0.7,10,70.4,"1104",0,0,0,11,10,34.3,464,鈴木孝志,栗,0,22104501,01117,01111,0426141211,,,,,,,,  39.5,  ,    ,55.2
26,05,10,1,新潟,4,12,１勝ｸﾗｽ,23,芝,0,1200,良,ラブアイミー      ,牝,4,中井裕二,56.0,13,02,12,12,0,0.8,13,70.5,"1105",0,0,0,7,7,34.7,414,森田直行,栗,0,22107258,01141,01142,0426141202,,,,,,,, 152.7,  ,    ,53.2
26,05,10,1,新潟,4,12,１勝ｸﾗｽ,23,芝,0,1200,良,グレースルージュ  ,牝,5,ゴンサル,56.0,13,05,13,13,0,1.2,12,70.9,"1109",0,0,0,5,5,35.3,436,吉村圭司,栗,0,21104140,05675,01130,0426141205,,,,,,,, 110.5,  ,    ,50.8
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,ランフォーヴァウ  ,牝,4,石川裕紀,55.0,14,07,1,1,0,0,7,81.1,"1211",0,0,0,4,3,34.9,446,福永祐一,栗,2700,22105291,01150,01203,0426141107,,,,,,,,  15.0,  ,    ,49.3
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,アクートゥス      ,セ,6,和田陽希,57.0,14,08,2,2,0,0,10,81.1,"1211",0,0,0,8,7,34.4,450,藤原英昭,栗,1100,20102625,01223,01055,0426141108,,,,,,,,  25.9,  ,    ,51.8
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,マサノカナリア    ,牝,5,富田暁,55.0,14,03,3,3,0,0.2,12,81.3,"1213",0,0,0,6,5,34.8,462,藤野健太,栗,680,21100019,01168,01200,0426141103,,,,,,,,  35.6,  ,    ,50.2
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,グロリアラウス    ,セ,5,亀田温心,57.0,14,06,4,4,0,0.3,5,81.4,"1214",0,0,0,2,2,35.5,508,斉藤崇史,栗,410,21104830,01176,01151,0426141106,,,,,,,,   9.5,  ,    ,47.0
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,サトノカルナバル  ,牡,4,小崎綾也,57.0,14,14,5,5,0,0.3,6,81.4,"1214",0,0,0,6,7,34.9,534,堀宣行,美,270,22105128,01152,01070,0426141114,,,,,,,,  11.0,  ,    ,49.9
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,アルセナール      ,牝,5,杉原誠人,55.0,14,10,6,6,0,0.4,9,81.5,"1215",0,0,0,14,14,34.3,464,木村哲也,美,0,21105548,01135,01126,0426141110,,,,,,,,  22.0,  ,    ,53.2
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,ビーアストニッシド,牡,7,西村太一,58.0,14,04,7,7,0,0.5,14,81.6,"1216",0,0,0,12,10,34.5,474,堀内岳志,美,0,19101348,01131,01189,0426141104,,,,,,,, 171.0,  ,    ,52.4
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,グレイイングリーン,牡,8,荻野極,58.0,14,05,8,8,0,0.5,4,81.6,"1216",0,0,0,8,7,34.8,496,池江泰寿,栗,0,18105454,01160,01071,0426141105,,,,,,,,   9.3,  ,    ,50.9
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,メイショウチタン  ,牡,9,菊沢一樹,58.0,14,01,9,9,0,0.8,8,81.9,"1219",0,0,0,1,1,36.1,478,本田優,栗,0,17104172,01161,01099,0426141101,,,,,,,,  17.9,  ,    ,45.2
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,アルテヴェローチェ,牡,4,国分優作,58.0,14,09,10,10,0,0.8,2,81.9,"1219",0,0,0,11,10,35,454,須貝尚介,栗,0,22104751,01125,01105,0426141109,,,,,,,,   6.0,  ,    ,50.5
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,クランフォード    ,牝,5,ゴンサル,55.0,14,11,11,11,0,0.8,1,81.9,"1219",0,0,0,4,5,35.6,472,杉山晴紀,栗,0,21100139,05675,01157,0426141111,,,,,,,,   2.7,  ,    ,47.5
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,ナムラアトム      ,牡,5,菱田裕二,57.0,14,12,12,12,0,0.9,3,82,"1220",0,0,0,8,10,35.3,492,長谷川浩,栗,0,21102888,01144,01173,0426141112,,,,,,,,   7.7,  ,    ,49.2
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,シンフォーエバー  ,牡,4,江田照男,58.0,14,13,13,13,0,0.9,11,82,"1220",0,0,0,3,3,35.9,512,森秀行,栗,0,22110114,00689,00427,0426141113,,,,,,,,  31.1,  ,    ,46.3
26,05,10,1,新潟,4,11,谷川岳Ｓ(L),115,芝,0,1400,良,ニシノエージェント,牡,4,横山琉人,57.0,14,02,14,14,0,1.5,13,82.6,"1226",0,0,0,12,10,35.5,474,千葉直人,美,0,22106155,01192,01199,0426141102,,,,,,,,  45.0,  ,    ,49.5
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,マンオブザマッチ  ,牡,4,舟山瑠泉,56.0,14,11,1,1,0,-0.4,3,112.1,"1521",0,4,4,3,3,38,490,高橋義忠,栗,1580,22101677,01221,01129,0426141011,,,,,,,,   6.5,  ,    ,47.5
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,フィールオーサム  ,牝,4,荻野極,53.0,14,03,2,2,0,0.4,2,112.5,"1525",0,1,1,1,1,38.8,446,岩戸孝樹,美,630,22105925,01160,01051,0426141003,,,,,,,,   5.2,  ,    ,45.0
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,モモンウールー    ,牝,5,小沢大仁,53.0,14,06,3,3,0,0.4,7,112.5,"1525",0,3,3,3,3,38.5,472,池添学,栗,400,21105984,01185,01144,0426141006,,,,,,,,  21.2,  ,    ,46.1
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,メイショウクーガー,牡,6,中井裕二,55.0,14,09,4,4,0,0.5,6,112.6,"1526",0,7,7,6,6,38.3,496,中内田充,栗,240,20106205,01141,01137,0426141009,,,,,,,,  12.4,  ,    ,47.0
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,タカサンフェイス  ,牡,6,丸山元気,55.0,14,04,5,5,0,0.5,11,112.6,"1526",0,2,2,2,2,38.8,480,森田直行,栗,158,20101913,01127,01142,0426141004,,,,,,,,  33.6,  ,    ,45.1
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,フラッシング      ,牡,5,菱田裕二,55.0,14,14,6,6,0,1,9,113.1,"1531",0,13,13,13,13,37.8,492,牧浦充徳,栗,0,21105971,01144,01113,0426141014,,,,,,,,  25.1,  ,    ,49.6
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,サンカルミア      ,牡,5,上里直汰,55.0,14,02,7,7,0,1.1,5,113.2,"1532",0,7,7,8,8,38.7,490,伊坂重信,美,0,21101305,01217,01177,0426141002,,,,,,,,  11.0,  ,    ,46.3
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,カゼノタカトシ    ,牡,4,野中悠太,55.0,14,10,8,8,0,1.1,8,113.2,"1532",0,9,9,8,8,38.7,482,久保田貴,美,0,22107226,01158,01067,0426141010,,,,,,,,  24.5,  ,    ,46.3
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,エクストラノート  ,セ,9,菊沢一樹,53.0,14,01,9,9,0,1.3,12,113.4,"1534",0,11,10,10,10,38.6,490,加藤和宏,美,0,17103267,01161,01077,0426141001,,,,,,,,  71.4,  ,    ,46.9
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,エイカイソウル    ,牡,5,松本大輝,57.0,14,05,10,10,0,1.4,1,113.5,"1535",0,4,4,5,5,39.3,490,藤原英昭,栗,0,21105094,01191,01055,0426141005,,,,,,,,   2.6,  ,    ,44.4
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,タガノマルアフ    ,牡,4,長浜鴻緒,54.0,14,13,11,11,0,1.5,13,113.6,"1536",0,10,11,12,11,38.4,478,角田晃一,栗,0,22107133,01214,01121,0426141013,,,,,,,,  80.5,  ,    ,47.9
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,ユイノマチブセ    ,牡,6,木幡初也,55.0,14,12,12,12,0,1.9,10,114,"1540",0,6,6,6,6,39.7,440,竹内正洋,美,0,20105147,01153,01152,0426141012,,,,,,,,  26.9,  ,    ,43.6
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,ケーヴァラ        ,牡,5,柴田裕一,56.0,14,07,13,13,0,2,4,114.1,"1541",0,12,12,10,11,39.2,490,羽月友彦,栗,0,21106054,01212,01091,0426141007,,,,,,,,   7.7,  ,    ,45.5
26,05,10,1,新潟,4,10,五泉特Ｈ･2勝,43,ダ,1,1800,良,オリエンタルナイト,セ,5,亀田温心,52.0,14,08,14,14,0,4.8,14,116.9,"1569",0,14,14,14,14,41,518,井上智史,栗,0,21104751,01176,01214,0426141008,,,,,,,, 136.9,  ,    ,42.6
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,キングズトゥルー  ,牡,4,丸田恭介,58.0,14,12,1,1,0,-0.6,3,146.5,"2265",0,10,8,2,2,35,460,大竹正博,美,1140,22103510,01117,01102,0426140912,,,,,,,,   7.3,  ,    ,56.2
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,ゲンジ            ,牡,4,ゴンサル,58.0,14,14,2,2,0,0.6,6,147.1,"2271",0,7,6,1,1,35.7,426,尾形和幸,美,460,22105597,05675,01141,0426140914,,,,,,,,   9.3,  ,    ,54.0
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,ウインリュクス    ,牝,6,菱田裕二,56.0,14,05,3,3,0,0.9,8,147.4,"2274",0,7,8,4,3,35.6,438,吉田直弘,栗,290,20105189,01144,01101,0426140905,,,,,,,,  12.9,  ,    ,54.7
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,サンセットビュー  ,牝,5,小崎綾也,56.0,14,13,4,4,0,1,11,147.5,"2275",0,9,10,7,7,35.5,466,新谷功一,栗,170,21104103,01152,01172,0426140913,,,,,,,,  24.3,  ,    ,55.2
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,レッドヴァリアート,牡,4,荻野極,58.0,14,03,5,5,0,1.4,1,147.9,"2279",0,12,11,7,7,35.9,462,加藤公太,栗,114,22105290,01160,01215,0426140903,,,,,,,,   4.0,  ,    ,54.0
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,ガンバルマン      ,牡,4,原田和真,58.0,14,04,6,6,0,1.7,2,148.2,"2282",0,14,14,10,10,35.9,478,萱野浩二,美,0,22101307,01143,01024,0426140904,,,,,,,,   6.1,  ,    ,54.3
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,スイートオレンジ  ,牝,4,横山琉人,56.0,14,08,7,7,0,1.7,5,148.2,"2282",0,3,3,7,7,36.2,446,中川公成,美,0,22103494,01192,01081,0426140908,,,,,,,,   8.8,  ,    ,53.1
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,パイオニアスクエア,牡,4,富田暁,58.0,14,10,8,8,0,1.8,4,148.3,"2283",0,3,3,4,3,36.6,490,茶木太樹,栗,0,22105367,01168,01181,0426140910,,,,,,,,   7.9,  ,    ,51.7
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,ラブカ            ,牡,5,小沢大仁,58.0,14,11,9,9,0,2,12,148.5,"2285",0,6,6,10,10,36.2,460,今野貞一,栗,0,21101003,01185,01128,0426140911,,,,,,,,  29.9,  ,    ,53.4
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,ムーンストラック  ,牝,4,菊沢一樹,56.0,14,09,10,10,0,2.1,7,148.6,"2286",0,5,5,4,5,36.8,456,武市康男,美,0,22104187,01161,01089,0426140909,,,,,,,,  11.1,  ,    ,51.3
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,イリュストル      ,牡,4,杉原誠人,58.0,14,06,11,11,0,2.2,9,148.7,"2287",0,10,11,12,12,36.3,498,大竹正博,美,0,22105154,01135,01102,0426140906,,,,,,,,  17.2,  ,    ,53.2
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,ジャスティンライズ,セ,5,石川裕紀,58.0,14,02,12,12,0,3.1,13,149.6,"2296",0,12,11,13,12,37,520,大和田成,美,0,21103237,01150,01124,0426140902,,,,,,,, 123.9,  ,    ,51.4
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,ディアボリカドンナ,牝,4,今村聖奈,56.0,14,07,13,13,0,5.6,10,152.1,"2321",0,2,2,2,5,40.6,444,武井亮,美,0,22104587,01193,01147,0426140907,,,,,,,,  21.1,  ,    ,41.5
26,05,10,1,新潟,4,09,荒川峡特･1勝,23,芝,0,2400,良,アクアリッズ      ,牡,4,江田照男,58.0,14,01,14,14,0,8.4,14,154.9,"2349",0,1,1,13,14,42.3,488,加藤和宏,美,0,22100684,00689,01077,0426140901,,,,,,,, 221.3,  ,    ,38.7
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ハッピーウィズユー,牝,4,舟山瑠泉,54.0,15,14,1,1,0,-0.2,6,72,"1120",0,0,0,2,2,37.6,506,小笠倫弘,美,820,22106656,01221,01076,0426140814,,,,,,,,  11.3,  ,    ,41.5
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ヴェントインコーダ,牝,4,荻野極,56.0,15,09,2,2,0,0.2,3,72.2,"1122",0,0,0,4,4,37.4,484,角田晃一,栗,330,22103195,01160,01121,0426140809,,,,,,,,   7.3,  ,    ,43.0
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ミヤジマナ        ,牝,4,小崎綾也,56.0,15,12,3,3,0,0.6,1,72.6,"1126",0,0,0,8,8,37.5,520,宮地貴稔,栗,210,22106200,01152,01211,0426140812,,,,,,,,   2.4,  ,    ,43.6
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ヴィヴァシャス    ,牝,4,富田暁,56.0,15,13,4,4,0,0.6,10,72.6,"1126",0,0,0,9,8,37.3,440,笹田和秀,栗,120,22104391,01168,01104,0426140813,,,,,,,,  36.3,  ,    ,44.6
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,パッションディーバ,牝,4,石田拓郎,53.0,15,07,5,5,0,0.6,15,72.6,"1126",0,0,0,14,14,36.9,442,武藤善則,美,82,22101312,01203,01064,0426140807,,,,,,,, 185.1,  ,    ,46.7
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,シスター          ,牝,4,菊沢一樹,56.0,15,02,6,6,0,0.7,4,72.7,"1127",0,0,0,6,6,37.7,470,勢司和浩,美,0,22100872,01161,01047,0426140802,,,,,,,,   9.8,  ,    ,42.8
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ペンテリコン      ,牝,4,吉田隼人,56.0,15,06,7,7,0,0.9,5,72.9,"1129",0,0,0,3,3,38.3,486,武幸四郎,栗,0,22104644,01095,01160,0426140806,,,,,,,,   9.9,  ,    ,40.3
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,アイアンソリッド  ,牝,4,上里直汰,53.0,15,04,8,8,0,1.1,12,73.1,"1131",0,0,0,9,8,37.7,472,本間忍,美,0,22100588,01217,01056,0426140804,,,,,,,,  61.6,  ,    ,43.9
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ハーモニーソング  ,牝,4,武藤雅,56.0,15,05,9,9,0,1.2,2,73.2,"1132",0,0,0,12,11,37.7,450,田島俊明,美,0,22104440,01169,01112,0426140805,,,,,,,,   5.0,  ,    ,44.2
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ミサビスケッツ    ,牝,4,河原田菜,52.0,15,11,10,10,0,1.3,11,73.3,"1133",0,0,0,14,14,37.6,450,村田一誠,美,0,22104317,01204,01190,0426140811,,,,,,,,  61.6,  ,    ,44.9
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ティピティーナ    ,牝,4,伊藤工真,56.0,15,01,11,11,0,1.5,9,73.5,"1135",0,0,0,6,6,38.5,434,林徹,美,0,22105376,01119,01163,0426140801,,,,,,,,  26.3,  ,    ,40.9
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,プルミエールパス  ,牝,5,柴田裕一,54.0,15,03,12,12,0,1.5,7,73.5,"1135",0,0,0,4,4,38.7,480,河嶋宏樹,栗,0,21103451,01212,01198,0426140803,,,,,,,,  21.4,  ,    ,39.9
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ダイアナクイーン  ,牝,4,丸山元気,56.0,15,10,13,13,0,1.6,8,73.6,"1136",0,0,0,1,1,39.3,504,高橋康之,栗,0,22102638,01127,01135,0426140810,,,,,,,,  24.0,  ,    ,37.3
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,デルマエアロール  ,牝,4,杉原誠人,56.0,15,08,14,14,0,2.2,13,74.2,"1142",0,0,0,12,11,38.7,452,大和田成,美,0,22105535,01135,01124,0426140808,,,,,,,,  71.6,  ,    ,41.7
26,05,10,1,新潟,4,08,１勝ｸﾗｽ・牝,23,ダ,1,1200,良,ガーデンプランナー,牝,5,ゴンサル,56.0,15,15,15,15,0,2.6,14,74.6,"1146",0,0,0,9,13,39.2,442,堀内岳志,美,0,21101427,05675,01189,0426140815,,,,,,,, 100.9,  ,    ,40.3
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,フォンメイリー    ,牝,7,大久保友,53.0,15,10,1,1,0,0,8,71.6,"1116",0,0,0,3,3,37.2,486,粕谷昌央,美,820,19105287,01194,01096,0426140710,,,,,,,,  24.5,  ,    ,42.5
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,ミライハーモニー  ,牝,5,今村聖奈,54.0,15,14,2,2,0,0,4,71.6,"1116",0,0,0,2,2,37.4,426,飯田祐史,栗,330,21104671,01193,01139,0426140714,,,,,,,,   6.8,  ,    ,41.4
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,エテオクロス      ,牡,4,石田拓郎,55.0,15,01,3,3,0,0.5,9,72.1,"1121",0,0,0,12,13,36.8,518,新開幸一,美,165,22105459,01203,01116,0426140701,,,,,,,,  25.2,  ,    ,45.9
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,ゴメンネジロー    ,牡,4,永島まな,56.0,15,15,3,3,0,0.5,1,72.1,"1121",0,0,0,7,7,37.2,480,谷潔,栗,165,22100819,01187,00431,0426140715,,,,,,,,   3.4,  ,    ,43.8
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,ディーエストッキー,牡,5,小沢大仁,58.0,15,02,5,5,0,0.5,10,72.1,"1121",0,0,0,14,13,36.6,462,橋口慎介,栗,82,21105098,01185,01154,0426140702,,,,,,,,  27.7,  ,    ,47.0
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,ワイドデコラシオン,牡,4,上里直汰,55.0,15,09,6,6,0,0.6,6,72.2,"1122",0,0,0,1,1,38.1,508,辻野泰之,栗,0,22103306,01217,01183,0426140709,,,,,,,,   8.9,  ,    ,39.5
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,カフジキアッキエレ,牝,6,長浜鴻緒,55.0,15,08,7,7,0,0.8,12,72.4,"1124",0,0,0,12,9,37.1,438,森田直行,栗,0,20103256,01214,01142,0426140708,,,,,,,,  67.5,  ,    ,45.1
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,リードプリンシパル,牝,4,松本大輝,56.0,15,06,8,8,0,1.1,13,72.7,"1127",0,0,0,5,4,38,468,秋山真一,栗,0,22105748,01191,01212,0426140706,,,,,,,,  81.7,  ,    ,41.3
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,ヨドノゴールド    ,牡,8,小林美駒,55.0,15,07,9,9,0,1.2,5,72.8,"1128",0,0,0,5,4,38.2,486,橋田宜長,栗,0,18103293,01206,01218,0426140707,,,,,,,,   7.8,  ,    ,40.6
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,ウインレアリゼ    ,牝,4,石神深道,53.0,15,11,10,10,0,1.2,11,72.8,"1128",0,0,0,7,7,37.8,478,小手川準,美,0,22106235,01209,01171,0426140711,,,,,,,,  63.9,  ,    ,42.6
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,テーオーミリカン  ,牡,4,森田誠也,55.0,15,13,11,11,0,1.5,7,73.1,"1131",0,0,0,14,13,37.6,466,宮徹,栗,0,22106705,01222,01018,0426140713,,,,,,,,  19.7,  ,    ,44.4
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,アツキヤマト      ,牡,5,横山琉人,58.0,15,03,12,12,0,1.6,2,73.2,"1132",0,0,0,9,9,38.1,506,手塚貴徳,美,0,21103918,01192,01217,0426140703,,,,,,,,   4.8,  ,    ,42.1
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,クリナッチ        ,牝,4,鷲頭虎太,54.0,15,12,13,13,0,1.6,14,73.2,"1132",0,0,0,9,9,38.1,458,金成貴史,美,0,22103396,01202,01132,0426140712,,,,,,,, 194.3,  ,    ,42.1
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,シャンハイナイト  ,牝,4,舟山瑠泉,54.0,15,05,14,14,0,2.1,3,73.7,"1137",0,0,0,3,6,39.2,478,村田一誠,美,0,22102347,01221,01190,0426140705,,,,,,,,   6.6,  ,    ,38.0
26,05,10,1,新潟,4,07,１勝ｸﾗｽ・若,23,ダ,1,1200,良,フェリスチカ      ,牝,4,遠藤汰月,53.0,15,04,15,15,0,2.8,15,74.4,"1144",0,0,0,9,12,39.2,404,伊藤伸一,美,0,22102602,01218,01031,0426140704,,,,,,,, 341.4,  ,    ,39.8
26,05,10,1,新潟,4,06,未勝利,7,芝,0,1000,良,オタルイーグル    ,牡,3,亀田温心,57.0,16,10,1,1,0,0,5,55.8,"0558",0,0,0,0,2,33.5,492,高柳大輔,栗,590,23100611,01176,01159,0426140610,,,,,,,,   9.2,  ,    ,49.9
26,05,10,1,新潟,4,06,未勝利,7,芝,0,1000,良,コンフィアンサ    ,牝,3,小林美駒,52.0,16,07,2,2,0,0,2,55.8,"0558",0,0,0,0,4,33.3,434,菊川正達,美,240,23102342,01206,01052,0426140607,,,,,,,,   4.2,  ,    ,51.4
