年,月,日,回次,場所,日次,レース番号,レース名,クラスコード,芝・ダ,コースコード,距離,馬場状態,馬名,性別,年齢,騎手名,斤量,頭数,馬番,確定着順,入線着順,異常コード,着差タイム,人気順,走破タイム,走破時計,,通過順1,通過順2,通過順3,通過順4,上がり3Fタイム,馬体重,調教師,所属地,賞金,血統登録番号,騎手コード,調教師コード,レースID,現馬主名,生産者名,父馬名,母馬名,母の父馬名,毛色,生年月日,単勝オッズ,馬印1,レース印1,PCI
26,04,19,1,福島,4,12,１勝ｸﾗｽ,23,ダ,1,1150,良,ライヴドライバー  ,牡,4,河原田菜,54.0,15,12,15,15,0,2.3,7,70.7,"1107",0,0,0,4,6,39,520,尾形和幸,美,0,22105609,01204,01141,0326141212,,,,,,,,  22.8,  ,    ,38.7
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,コガネノソラ      ,牝,5,菊沢一樹,55.0,16,13,1,1,0,-0.2,9,105.6,"1456",0,10,10,9,7,34.1,466,菊沢隆徳,美,4000,21106823,01161,01115,0326141113,,,,,,,,  29.2,  ,    ,54.8
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,ジョイフルニュース,牝,4,大野拓弥,55.0,16,14,2,2,0,0.2,2,105.8,"1458",0,4,3,3,3,34.7,454,大竹正博,美,1600,22105369,01096,01102,0326141114,,,,,,,,   3.5,  ,    ,52.4
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,カニキュル        ,牝,5,杉原誠人,55.0,16,16,3,3,0,0.2,11,105.8,"1458",0,12,12,11,12,34.1,512,菊沢隆徳,美,1000,21104865,01135,01115,0326141116,,,,,,,,  52.2,  ,    ,55.1
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,ケリフレッドアスク,牝,4,西塚洸二,57.0,16,11,4,4,0,0.3,10,105.9,"1459",0,16,16,14,14,34,452,藤原英昭,栗,600,22102296,01200,01055,0326141111,,,,,,,,  35.5,  ,    ,55.7
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,テレサ            ,牝,4,松若風馬,55.0,16,15,5,5,0,0.3,5,105.9,"1459",0,2,2,2,2,35,444,杉山晴紀,栗,400,22104885,01154,01157,0326141115,,,,,,,,  12.5,  ,    ,51.3
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,レーゼドラマ      ,牝,4,丸山元気,55.0,16,12,6,6,0,0.4,6,106,"1460",0,1,1,1,1,35.8,470,辻野泰之,栗,0,22105346,01127,01183,0326141112,,,,,,,,  14.8,  ,    ,48.0
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,カネラフィーナ    ,牝,4,石川裕紀,55.0,16,10,7,7,0,0.4,3,106,"1460",0,6,6,5,4,34.8,484,手塚貴久,美,0,22104839,01150,01038,0326141110,,,,,,,,   7.5,  ,    ,52.3
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,パラディレーヌ    ,牝,4,丹内祐次,55.0,16,03,8,8,0,0.5,1,106.1,"1461",0,14,14,11,12,34.4,510,千田輝彦,栗,0,22103546,01091,01120,0326141103,,,,,,,,   2.9,  ,    ,54.2
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,パレハ            ,牝,5,田山旺佑,55.0,16,05,9,9,0,0.5,8,106.1,"1461",0,10,10,11,10,34.5,434,新谷功一,栗,0,21106752,01220,01172,0326141105,,,,,,,,  27.0,  ,    ,53.8
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,アンリーロード    ,牝,6,富田暁,55.0,16,04,10,10,0,0.5,16,106.1,"1461",0,14,14,16,16,33.9,482,茶木太樹,栗,0,20103304,01168,01181,0326141104,,,,,,,, 177.7,  ,    ,56.5
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,ブラウンラチェット,牝,4,武藤雅,55.0,16,08,11,11,0,1,12,106.6,"1466",0,3,3,5,4,35.4,450,手塚貴久,美,0,22104994,01169,01038,0326141108,,,,,,,,  70.7,  ,    ,50.6
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,フィールシンパシー,牝,7,横山琉人,55.0,16,02,12,12,0,1.3,13,106.9,"1469",0,6,6,7,7,35.5,464,小島茂之,美,0,19105768,01192,01068,0326141102,,,,,,,,  72.7,  ,    ,50.6
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,エラトー          ,牝,5,斎藤新,55.0,16,01,13,13,0,1.3,7,106.9,"1469",0,6,6,9,10,35.4,496,上村洋行,栗,0,21105442,01178,01168,0326141101,,,,,,,,  20.0,  ,    ,51.0
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,レディマリオン    ,牝,5,小沢大仁,55.0,16,07,14,14,0,1.4,15,107,"1470",0,6,6,7,7,35.6,452,長谷川浩,栗,0,21105752,01185,01173,0326141107,,,,,,,, 114.3,  ,    ,50.3
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,コンドゥイア      ,牝,4,鷲頭虎太,55.0,16,09,15,15,0,1.7,14,107.3,"1473",0,4,3,3,4,36.2,484,井上智史,栗,0,22100201,01202,01214,0326141109,,,,,,,, 111.8,  ,    ,48.2
26,04,19,1,福島,4,11,福島牝馬G3,163,芝,0,1800,良,ミッキーゴージャス,牝,6,横山典弘,55.0,16,06,16,16,0,1.8,4,107.4,"1474",0,12,12,14,15,35.4,450,安田翔伍,栗,0,20103640,00660,01164,0326141106,,,,,,,,   8.1,  ,    ,51.7
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ドーバーブライト  ,牡,4,菊沢一樹,58.0,13,13,1,1,0,-0.3,1,157.6,"2376",0,2,2,1,1,35.8,524,西田雄一,美,1580,22104313,01161,01187,0326141013,,,,,,,,   2.9,  ,    ,52.1
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ラーシャローム    ,牡,4,石川裕紀,58.0,13,11,2,2,0,0.3,3,157.9,"2379",0,7,9,11,10,35,472,奥村武,美,630,22103406,01150,01145,0326141011,,,,,,,,   6.8,  ,    ,55.3
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ベイラム          ,牡,4,富田暁,58.0,13,03,3,3,0,0.3,2,157.9,"2379",0,11,10,4,3,35.8,438,武英智,栗,400,22105505,01168,01161,0326141003,,,,,,,,   5.2,  ,    ,52.3
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,リアルファインド  ,牡,5,吉田隼人,58.0,13,10,4,4,0,0.4,9,158,"2380",0,4,4,4,6,35.9,504,小笠倫弘,美,240,21105784,01095,01076,0326141010,,,,,,,,  19.2,  ,    ,52.0
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,スズカミエール    ,牝,5,川又賢治,56.0,13,05,5,5,0,0.6,8,158.2,"2382",0,7,7,8,7,35.8,478,吉村圭司,栗,158,21102988,01166,01130,0326141005,,,,,,,,  18.4,  ,    ,52.6
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ヴァイザーバルコ  ,セ,6,大野拓弥,58.0,13,07,6,6,0,0.6,5,158.2,"2382",0,3,3,4,4,36.1,470,水野貴広,美,0,20106694,01096,01094,0326141007,,,,,,,,   8.3,  ,    ,51.5
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ビップチェイス    ,牡,5,杉原誠人,58.0,13,02,7,7,0,0.8,6,158.4,"2384",0,9,7,2,2,36.6,462,田島俊明,美,0,21105763,01135,01112,0326141002,,,,,,,,  12.5,  ,    ,49.8
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ウインマイルート  ,牡,7,丹内祐次,58.0,13,06,8,8,0,0.9,7,158.5,"2385",0,6,6,8,7,36.1,456,鈴木慎太,美,0,19100212,01091,01179,0326141006,,,,,,,,  14.5,  ,    ,51.7
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ビッグベルーガ    ,牡,6,田山旺佑,58.0,13,09,9,9,0,1,11,158.6,"2386",0,4,4,4,7,36.5,478,牧浦充徳,栗,0,20102760,01220,01113,0326141009,,,,,,,,  46.8,  ,    ,50.4
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,ハイラント        ,セ,5,西塚洸二,58.0,13,01,10,10,0,1.2,4,158.8,"2388",0,9,10,10,10,36.3,440,伊藤大士,美,0,21103033,01200,01109,0326141001,,,,,,,,   8.0,  ,    ,51.2
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,コリカンチャ      ,セ,4,亀田温心,58.0,13,12,11,11,0,1.4,10,159,"2390",0,13,13,12,12,36,492,井上智史,栗,0,22104623,01176,01214,0326141012,,,,,,,,  42.6,  ,    ,52.5
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,バーケンヘッド    ,セ,4,石神深道,58.0,13,04,12,12,0,2.4,12,160,"2400",0,11,12,13,13,36.8,416,武井亮,美,0,22105227,01209,01147,0326141004,,,,,,,,  65.6,  ,    ,50.4
26,04,19,1,福島,4,10,奥の細道･2勝,43,芝,0,2600,良,アンテロース      ,牡,6,小沢大仁,58.0,13,08,13,13,0,3.1,13,160.7,"2407",0,1,1,2,4,38.9,452,岡田稲男,栗,0,20100678,01185,01066,0326141008,,,,,,,,  72.7,  ,    ,43.9
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,シャイフ          ,牡,4,横山典弘,58.0,16,11,1,1,0,-0.2,2,67.7,"1077",0,0,0,3,3,33.9,496,安田翔伍,栗,1140,22104985,00660,01164,0326140911,,,,,,,,   4.9,  ,    ,49.7
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,ララバニュルス    ,牡,4,藤懸貴志,58.0,16,16,2,2,0,0.2,4,67.9,"1079",0,0,0,6,5,33.9,538,大竹正博,美,460,22101405,01138,01102,0326140916,,,,,,,,  11.4,  ,    ,50.3
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,レオナルドスター  ,セ,5,荻野琢真,58.0,16,09,3,3,0,0.3,8,68,"1080",0,0,0,2,2,34.3,454,秋山真一,栗,290,21104806,01112,01212,0326140909,,,,,,,,  28.2,  ,    ,48.3
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,ジェニファー      ,牝,5,斎藤新,56.0,16,08,4,4,0,0.4,3,68.1,"1081",0,0,0,1,1,34.5,456,浜田多実,栗,170,21103932,01178,01138,0326140908,,,,,,,,   8.2,  ,    ,47.4
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,セゾンデフィーユ  ,牝,4,丹内祐次,56.0,16,01,5,5,0,0.4,1,68.1,"1081",0,0,0,4,3,34.2,468,稲垣幸雄,美,114,22105398,01091,01167,0326140901,,,,,,,,   1.9,  ,    ,49.1
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,ビッグフラワー    ,牡,5,丸山元気,58.0,16,15,6,6,0,0.5,5,68.2,"1082",0,0,0,9,9,33.9,486,加藤征弘,美,0,21100958,01127,01059,0326140915,,,,,,,,  13.0,  ,    ,51.2
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,デアリングエア    ,牝,4,吉田隼人,56.0,16,05,7,7,0,0.5,11,68.2,"1082",0,0,0,7,5,34.1,462,菊沢隆徳,美,0,22101896,01095,01115,0326140905,,,,,,,,  48.9,  ,    ,50.0
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,モティスフォント  ,牡,4,杉原誠人,58.0,16,02,8,8,0,0.6,6,68.3,"1083",0,0,0,11,9,33.9,496,田村康仁,美,0,22104953,01135,01027,0326140902,,,,,,,,  13.5,  ,    ,51.5
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,ラブリーガール    ,牝,4,武藤雅,56.0,16,06,9,9,0,0.6,7,68.3,"1083",0,0,0,13,13,33.6,454,勢司和浩,美,0,22102696,01169,01047,0326140906,,,,,,,,  26.6,  ,    ,53.3
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,ルージュナリッシュ,牝,4,石川裕紀,56.0,16,12,10,10,0,0.6,10,68.3,"1083",0,0,0,11,11,33.9,450,手塚貴徳,美,0,22105162,01150,01217,0326140912,,,,,,,,  48.5,  ,    ,51.5
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,ウインラウダ      ,牡,5,菊沢一樹,58.0,16,04,11,11,0,0.7,9,68.4,"1084",0,0,0,9,11,34.1,512,梅田智之,栗,0,21106206,01161,01084,0326140904,,,,,,,,  32.2,  ,    ,50.6
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,アウクソー        ,牝,6,富田暁,56.0,16,10,12,12,0,0.7,12,68.4,"1084",0,0,0,4,5,34.5,426,平田修,栗,0,20103261,01168,01082,0326140910,,,,,,,,  69.4,  ,    ,48.3
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,クリノゴッホ      ,セ,6,大野拓弥,58.0,16,07,13,13,0,0.9,14,68.6,"1086",0,0,0,7,8,34.5,464,岩戸孝樹,美,0,20103885,01096,01051,0326140907,,,,,,,, 173.8,  ,    ,48.8
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,シャインズオンユー,牡,5,松若風馬,58.0,16,13,14,14,0,1,13,68.7,"1087",0,0,0,15,15,33.4,458,藤野健太,栗,0,21103535,01154,01200,0326140913,,,,,,,,  79.8,  ,    ,55.7
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,ミツカネリブラ    ,牡,4,西塚洸二,58.0,16,14,15,15,0,1.1,16,68.8,"1088",0,0,0,13,13,34,482,清水英克,美,0,22109033,01200,01080,0326140914,,,,,,,, 314.4,  ,    ,52.4
26,04,19,1,福島,4,09,須賀川特･1勝,23,芝,0,1200,良,デュアルアップ    ,牝,5,今村聖奈,56.0,16,03,16,16,0,1.6,15,69.3,"1093",0,0,0,15,16,34,482,高橋文雅,美,0,21104681,01193,01134,0326140903,,,,,,,, 199.9,  ,    ,53.8
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,ジェシーテソーロ  ,牡,4,富田暁,58.0,15,11,1,1,0,0,9,105.1,"1451",0,3,2,2,2,38.2,488,牧光二,美,820,22102260,01168,01106,0326140811,,,,,,,,  19.9,  ,    ,45.5
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,オウケンシルヴァー,牡,5,木幡育也,58.0,15,13,2,2,0,0,2,105.1,"1451",0,2,2,1,1,38.3,500,松永康利,美,330,21103017,01167,01093,0326140813,,,,,,,,   5.1,  ,    ,45.1
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,マテンロウノカゼ  ,牡,5,横山典弘,58.0,15,12,3,3,0,0.1,6,105.2,"1452",0,10,10,7,6,37,484,昆貢,栗,210,21107052,00660,01044,0326140812,,,,,,,,   9.1,  ,    ,50.5
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,ブリスフル        ,牡,5,河原田菜,54.0,15,10,4,4,0,0.8,15,105.9,"1459",0,6,6,5,6,38.1,510,武市康男,美,120,21106070,01204,01089,0326140810,,,,,,,, 223.5,  ,    ,47.1
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,マーベリックシチー,牡,5,吉田隼人,58.0,15,03,5,5,0,0.8,3,105.9,"1459",0,7,7,7,6,37.7,480,岡田稲男,栗,82,21100387,01095,01066,0326140803,,,,,,,,   5.5,  ,    ,48.7
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,ミスティマウンテン,牡,4,丹内祐次,58.0,15,07,6,6,0,1,4,106.1,"1461",0,8,8,9,9,37.7,454,池上昌和,美,0,22101684,01091,01150,0326140807,,,,,,,,   7.3,  ,    ,49.0
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,サンディエゴ      ,セ,4,田山旺佑,55.0,15,14,7,7,0,1.2,8,106.3,"1463",0,4,4,4,4,38.7,490,清水久詞,栗,0,22104982,01220,01110,0326140814,,,,,,,,  13.8,  ,    ,45.3
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,アメリカンチーフ  ,牡,5,松若風馬,58.0,15,06,8,8,0,1.6,1,106.7,"1467",0,14,13,13,11,37.6,468,東田明士,栗,0,21110123,01154,01209,0326140806,,,,,,,,   4.5,  ,    ,50.2
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,メトロポリターナ  ,牝,5,菊沢一樹,56.0,15,02,9,9,0,2,11,107.1,"1471",0,5,4,5,4,39.3,496,粕谷昌央,美,0,21110040,01161,01096,0326140802,,,,,,,,  60.4,  ,    ,44.1
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,グロリアスヒーロー,セ,7,今村聖奈,56.0,15,01,10,10,0,2,10,107.1,"1471",0,8,9,10,10,38.5,478,高木登,美,0,19105755,01193,01088,0326140801,,,,,,,,  54.4,  ,    ,47.2
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,リリーアロー      ,牡,7,藤懸貴志,58.0,15,09,11,11,0,2,12,107.1,"1471",0,11,11,12,14,38.1,496,平田修,栗,0,19100689,01138,01082,0326140809,,,,,,,,  74.2,  ,    ,48.8
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,ミツカネヴィーナス,牝,7,遠藤汰月,53.0,15,15,12,12,0,2.2,14,107.3,"1473",0,15,15,15,15,37.7,462,鈴木伸尋,美,0,19100844,01218,01026,0326140815,,,,,,,, 203.5,  ,    ,50.7
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,ブレイジングスター,牡,4,和田陽希,55.0,15,04,13,13,0,2.2,7,107.3,"1473",0,11,11,13,11,38.2,484,高橋康之,栗,0,22103644,01223,01135,0326140804,,,,,,,,   9.7,  ,    ,48.7
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,リゼレインボー    ,牡,7,上里直汰,55.0,15,08,14,14,0,2.5,13,107.6,"1476",0,13,13,11,11,38.7,498,松山将樹,美,0,19102676,01217,01100,0326140808,,,,,,,, 182.8,  ,    ,47.1
26,04,19,1,福島,4,08,１勝ｸﾗｽ,23,ダ,1,1700,良,ブラックジジ      ,牡,4,舟山瑠泉,56.0,15,05,15,15,0,3.6,5,108.7,"1487",0,1,1,2,3,41.9,472,菊川正達,美,0,22101578,01221,01052,0326140805,,,,,,,,   7.8,  ,    ,37.0
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,ホウオウタイタン  ,牝,4,田山旺佑,53.0,10,05,1,1,0,-0.2,1,119.3,"1593",0,5,5,4,4,34.7,494,須貝尚介,栗,820,22103278,01220,01105,0326140705,,,,,,,,   1.8,  ,    ,54.5
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,ウインポセイドン  ,牡,4,松若風馬,58.0,10,06,2,2,0,0.2,4,119.5,"1595",0,3,3,3,2,35.1,484,奥村豊,栗,330,22101102,01154,01146,0326140706,,,,,,,,   7.5,  ,    ,53.1
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,ディアボリカドンナ,牝,4,今村聖奈,54.0,10,03,3,3,0,0.4,3,119.7,"1597",0,1,1,1,1,35.9,448,武井亮,美,210,22104587,01193,01147,0326140703,,,,,,,,   5.0,  ,    ,50.0
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,マイネルアウルム  ,牡,4,丹内祐次,58.0,10,01,4,4,0,0.5,2,119.8,"1598",0,8,8,6,5,35,438,伊藤伸一,美,120,22106811,01091,01031,0326140701,,,,,,,,   4.6,  ,    ,53.8
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,トラストエムシー  ,牡,6,亀田温心,58.0,10,09,5,5,0,0.7,6,120,"2000",0,3,3,4,5,35.3,434,北出成人,栗,82,20103502,01176,01078,0326140709,,,,,,,,  23.6,  ,    ,52.8
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,フォーグッド      ,セ,7,菊沢一樹,58.0,10,04,6,6,0,0.7,5,120,"2000",0,7,7,7,7,34.9,510,平岩大典,美,0,19105076,01161,01219,0326140704,,,,,,,,  18.8,  ,    ,54.5
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,モルビド          ,牝,4,小沢大仁,56.0,10,10,7,7,0,1.1,7,120.4,"2004",0,10,10,9,7,35.2,414,中内田充,栗,0,22105525,01185,01137,0326140710,,,,,,,,  36.7,  ,    ,53.7
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,キセキノエンジェル,牝,7,河原田菜,52.0,10,08,8,8,0,1.8,9,121.1,"2011",0,2,2,2,2,37.2,468,武市康男,美,0,19106416,01204,01089,0326140708,,,,,,,, 149.1,  ,    ,46.7
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,アクアリッズ      ,牡,4,小林美駒,55.0,10,02,9,9,0,1.9,8,121.2,"2012",0,5,5,7,9,36.2,486,加藤和宏,美,0,22100684,01206,01077,0326140702,,,,,,,,  66.8,  ,    ,50.6
26,04,19,1,福島,4,07,１勝ｸﾗｽ,23,芝,0,2000,良,コウセイケンタロス,牡,4,上里直汰,55.0,10,07,10,10,0,3.7,10,123,"2030",0,9,9,10,10,37.3,462,和田雄二,美,0,22105461,01217,01143,0326140707,,,,,,,, 176.5,  ,    ,48.5
26,04,19,1,福島,4,06,１勝ｸﾗｽ,23,芝,0,1800,良,タンテドヴィーヴル,牡,4,亀田温心,58.0,13,06,1,1,0,-0.2,2,105.8,"1458",0,5,5,5,5,34.9,498,斉藤崇史,栗,820,22105171,01176,01151,0326140606,,,,,,,,   4.4,  ,    ,51.6
26,04,19,1,福島,4,06,１勝ｸﾗｽ,23,芝,0,1800,良,アドミラルシップ  ,牡,5,石川裕紀,58.0,13,05,2,2,0,0.2,3,106,"1460",0,12,11,11,10,34.3,476,相沢郁,美,330,21102708,01150,01020,0326140605,,,,,,,,   6.2,  ,    ,54.5
26,04,19,1,福島,4,06,１勝ｸﾗｽ,23,芝,0,1800,良,ジャグアール      ,牡,5,菊沢一樹,58.0,13,02,3,3,0,0.2,9,106,"1460",0,10,9,9,8,34.6,460,矢野英一,美,210,21102717,01161,01108,0326140602,,,,,,,,  22.1,  ,    ,53.2
26,04,19,1,福島,4,06,１勝ｸﾗｽ,23,芝,0,1800,良,スピンザブラッド  ,牡,5,舟山瑠泉,56.0,13,13,4,4,0,0.2,6,106,"1460",0,9,10,10,10,34.4,436,萩原清,美,120,21105244,01221,01017,0326140613,,,,,,,,   9.2,  ,    ,54.1
